FABRICATE CLADDING AND TRIM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $7,200.00 ", $-   , $-   ,, $-   ,," $7,200.00 ",," $10,285.71 "," $3,085.71 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Structural Labor Section, Subcontractor 1 , Subcontractor 2 , Subcontractor 3 ,0%, Additional Contingency ,, Total Cost ,Install Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
REMOVAL AND DISPOSAL," $5,000.00 ", $-   , $-   ,0%, $-   ,," $5,000.00 ",30.0%," $7,142.86 "," $2,142.86 ",,,,,,,,,,,,,,,,
INSTALL SECONDARY STEEL SUBSTRUCTURE, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
INSTALL LED DISPLAYS," $15,400.00 ", $-   , $-   ,0%, $-   ,," $15,400.00 ",30.0%," $22,000.00 "," $6,600.00 ",,,,,,,,,,,,,,,,
INSTALL CLADDING AND TRIM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
HEAVY EQUIPMENT," $2,500.00 ", $-   , $-   ,0%, $-   ,," $2,500.00 ",30.0%," $3,571.43 "," $1,071.43 ",,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
PM/GENERAL CONDITIONS/TRAVEL, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $22,900.00 ", $-   , $-   ,, $-   ,," $22,900.00 ",," $32,714.29 "," $9,814.29 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrical and Data Subcontracting,Subcontractor 1, Subcontractor 2 , Subcontractor 3 ,0%, Additional Contingency ,, Total Cost ,Electrical Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Electrical - Materials," $4,000.00 ", $-   ,,0%, $-   ,," $4,000.00 ",30.0%," $5,714.29 "," $1,714.29 ",,,,,,,,,,,,,,,,
Data - Materials," $2,400.00 ", $-   ,,0%, $-   ,," $2,400.00 ",30.0%," $3,428.57 "," $1,028.57 ",,,,,,,,,,,,,,,,
Electrical - Labor," $8,000.00 ", $-   ,,0%, $-   ,," $8,000.00 ",30.0%," $11,428.57 "," $3,428.57 ",,,,,,,,,,,,,,,,
Data - Labor," $5,000.00 ", $-   ,,0%, $-   ,," $5,000.00 ",30.0%," $7,142.86 "," $2,142.86 ",,,,,,,,,,,,,,,,
, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Other Scope Itemn, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Other Scope Itemn, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $19,400.00 ", $-   , $-   ,, $-   ,," $19,400.00 ",," $27,714.29 "," $8,314.29 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Project Management, General Conditions, Travel & Expenses",ANC Pricing, % Calculated , Other Multiplier if Needed ,,,, Total Cost ,ANC Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Project Management, $-   ,0%, $-   , $-   , $-   ," $4,500.00 ", $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
General Conditions , $-   ,0%, $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Administrative & Legal, $-   ,0%, $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Travel & Expenses - Linked from Worksheet," $5,000.00 ",, $-   , $-   , $-   ,," $5,000.00 ",30.0%," $7,142.86 "," $2,142.86 ",,,,,,,,,,,,,,,,
3rd Party Technician Support, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
"Payment Processing Systems (Texture, etc)", $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Bim Modeling, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
"Spare Parts Management (Job Boxes, etc that PM's Purchase on site)", $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
"Safety Plan Documents, Badging, Etc", $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Graphics/Design, $-   , $-   , $-   , $-   , $-   ,, $-   ,33.3%, $-   , $-   ,,,,,,,,,,,,,,,,
Installation Contingency - Typically Included in Installation Sections, $-   ,,, $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $5,000.00 ", $-   , $-   , $-   , $-   ,," $5,000.00 ",," $7,142.86 "," $2,142.86 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Submittals, Engineering, and Permits",ANC Pricing,,,,,, Total Cost ,Eng and Permit Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Structural Engineering - Specific Scope Detail?," $2,000.00 ", $-   , $-   , $-   , $-   ,," $2,000.00 ",30.0%," $2,857.14 ", $857.14 ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Structural Certification, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Electrical Engineering - Specific Scope Detail?," $1,500.00 ", $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,," $1,500.00 ",30.0%," $2,142.86 ", $642.86 ,,,,,,,,,,,,,,,,
Electrical Certification, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Permits - Not included in subcontractor bid,, $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $3,500.00 ", $-   , $-   , $-   , $-   ,," $3,500.00 ",," $5,000.00 "," $1,500.00 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtotal,,,,,,," $35,100.00 ",," $50,142.86 "," $15,042.86 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Content Management System,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0%, Contingency ,, Total Cost ,ANC Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Materials, $-   , $-   , $-   ,0%, $-   ," $4,500.00 ", $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Labor, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Shipping, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Related Scope Item, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   , $-   , $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Years Parts and Beyond Simple Compenent Replacement Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,
,ANC Pricing,,,0%,,, Total Cost ,Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Labor Warranty - 5 Years - Beyond Simple Component Replacement, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Event Support - 3 Events, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Pre-Season Checks - 2 Seasons, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Display Cleaning - XX Cleanings, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Other Service Elements, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   , $-   , $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scoring, Signage and Misc. Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0%, Contingency ,, Total Cost ,ANC Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Materials, $-   , $-   , $-   ,0%, $-   ," $4,500.00 ", $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Labor, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Shipping, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Related Scope Item, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   , $-   , $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
