FABRICATE CLADDING AND TRIM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $1,694.99 ", $-   , $-   ,, $-   ,," $1,694.99 ",," $2,421.41 ", $726.42 ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Structural Labor Section, Subcontractor 1 , TV Only Cost , Subcontractor 3 ,0%, Additional Contingency ,, Total Cost ,Install Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
REMOVAL AND DISPOSAL," $5,000.00 ", $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
INSTALL SECONDARY STEEL SUBSTRUCTURE, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
INSTALL LED DISPLAYS," $27,400.00 "," $9,500.00 ", $-   ,0%, $-   ,," $9,500.00 ",30.0%," $13,571.43 "," $4,071.43 ",,,,,,,,,,,,,,,,
INSTALL CLADDING AND TRIM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
HEAVY EQUIPMENT," $2,500.00 ", $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
PM/GENERAL CONDITIONS/TRAVEL, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
OTHER SCOPE ITEM, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $34,900.00 "," $9,500.00 ", $-   ,, $-   ,," $9,500.00 ",," $13,571.43 "," $4,071.43 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrical and Data Subcontracting,Subcontractor 1, Subcontractor 2 , Subcontractor 3 ,0%, Additional Contingency ,, Total Cost ,Electrical Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Electrical - Materials, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Data - Materials, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Electrical - Labor, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Data - Labor, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Other Scope Itemn, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Other Scope Itemn, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   ,,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   ,, $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Project Management, General Conditions, Travel & Expenses",ANC Pricing, % Calculated , Other Multiplier if Needed ,,,, Total Cost ,ANC Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Project Management, $-   ,0%, $-   , $-   , $-   ," $4,500.00 ", $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
General Conditions , $-   ,0%, $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Administrative & Legal, $-   ,0%, $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Travel & Expenses - Linked from Worksheet, $-   ,, $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
3rd Party Technician Support, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
"Payment Processing Systems (Texture, etc)", $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Bim Modeling, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
"Spare Parts Management (Job Boxes, etc that PM's Purchase on site)", $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
"Safety Plan Documents, Badging, Etc", $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Graphics/Design, $-   , $-   , $-   , $-   , $-   ,, $-   ,33.3%, $-   , $-   ,,,,,,,,,,,,,,,,
Installation Contingency - Typically Included in Installation Sections, $-   ,,, $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   , $-   , $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Submittals, Engineering, and Permits",ANC Pricing,,,,,, Total Cost ,Eng and Permit Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Structural Engineering - Specific Scope Detail?," $1,200.00 ", $-   , $-   , $-   , $-   ,," $1,200.00 ",30.0%," $1,714.29 ", $514.29 ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Structural Certification, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Electrical Engineering - Specific Scope Detail?," $1,500.00 ", $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,," $1,500.00 ",30.0%," $2,142.86 ", $642.86 ,,,,,,,,,,,,,,,,
Electrical Certification, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Travel & Expenses - Linked from Worksheet," $5,000.00 ", $-   , $-   , $-   , $-   ,," $5,000.00 ",30.0%," $7,142.86 "," $2,142.86 ",,,,,,,,,,,,,,,,
, $-   , $-   , $-   , $-   , $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL," $7,700.00 ", $-   , $-   , $-   , $-   ,," $7,700.00 ",," $11,000.00 "," $3,300.00 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtotal,,,,,,," $9,394.99 ",," $13,421.41 "," $4,026.42 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Content Management System,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0%, Contingency ,, Total Cost ,ANC Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Materials, $-   , $-   , $-   ,0%, $-   ," $4,500.00 ", $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Labor, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Shipping, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Related Scope Item, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   , $-   , $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Years Parts and Beyond Simple Compenent Replacement Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,
,ANC Pricing,,,0%,,, Total Cost ,Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Labor Warranty - 5 Years - Beyond Simple Component Replacement, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Event Support - 3 Events, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Pre-Season Checks - 2 Seasons, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Display Cleaning - XX Cleanings, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Other Service Elements, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   , $-   , $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scoring, Signage and Misc. Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0%, Contingency ,, Total Cost ,ANC Margin, Selling Price , Margin ,,,,,,,,,,,,,,,,
Materials, $-   , $-   , $-   ,0%, $-   ," $4,500.00 ", $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Labor, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Shipping, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
Related Scope Item, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
, $-   , $-   , $-   ,0%, $-   ,, $-   ,30.0%, $-   , $-   ,,,,,,,,,,,,,,,,
SUBTOTAL, $-   , $-   , $-   , $-   , $-   ,, $-   ,, $-   , $-   ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
